,country,number,item,item_id,shortform,pageid,wikipedia_summary,wikipedia_url
422,Cambodia,154.0,Angelina Jolie,http://www.wikidata.org/entity/Q13909,wd:Q13909,5792809,"Angelina Jolie  (; born Angelina Jolie Voight, June 4, 1975; later Angelina Jolie Pitt) is an American actress, filmmaker, and humanitarian. The recipient of numerous accolades, including an Academy Award and three Golden Globe Awards, she has been named Hollywood's highest-paid actress multiple times.
Jolie made her screen debut as a child alongside her father, Jon Voight, in Lookin' to Get Out (1982), and her film career began in earnest a decade later with the low-budget production Cyborg 2 (1993), followed by her first leading role in a major film, Hackers (1995). She starred in the critically acclaimed biographical cable films George Wallace (1997) and Gia (1998), and won an Academy Award for Best Supporting Actress for her performance in the 1999 drama Girl, Interrupted. Her starring role as the video game heroine Lara Croft in Lara Croft: Tomb Raider (2001) established her as a leading Hollywood actress. She continued her action-star career with Mr. & Mrs. Smith (2005), Wanted (2008), Salt (2010), and The Tourist (2010), and received critical acclaim for her performances in the dramas A Mighty Heart (2007) and Changeling (2008), the latter of which earned her a nomination for an Academy Award for Best Actress. Her biggest commercial success came with the fantasy picture Maleficent (2014). She is also known for her voice role in the animation film series Kung Fu Panda (2008–present). Jolie has also directed and written several war dramas, namely In the Land of Blood and Honey (2011), Unbroken (2014), and First They Killed My Father (2017).
In addition to her film career, Jolie is known for her humanitarian efforts, for which she has received a Jean Hersholt Humanitarian Award and made an honorary Dame Commander of the Order of St Michael and St George (DCMG), among other honors. She promotes various causes, including conservation, education, and women's rights, and is most noted for her advocacy on behalf of refugees as a Special Envoy for the United Nations High Commissioner for Refugees (UNHCR). Jolie has undertaken over a dozen field missions globally to refugee camps and war zones; her visited countries include Sierra Leone, Tanzania, Pakistan, Afghanistan, Syria and Sudan.
As a public figure, Jolie has been cited as one of the most powerful and influential people in the American entertainment industry. She has been cited as the world's most beautiful woman by various media outlets. Her personal life, including her relationships, marriages, and health, has been the subject of wide publicity. She is divorced from actors Jonny Lee Miller, Billy Bob Thornton and Brad Pitt. She has six children with Pitt, three of whom were adopted internationally.",https://en.wikipedia.org/wiki/Angelina_Jolie
443,Cameroon,17.0,Andy Allo,http://www.wikidata.org/entity/Q4760361,wd:Q4760361,38133590,"Andy Allo (born 13 January 1989) is a Cameroonian-American singer-songwriter, guitarist and actress. She released her first of three albums in 2009, and joined Prince's band, The New Power Generation, in 2011. She had a recurring role in three episodes of the comedy-drama series The Game in 2011, followed by a number of other roles, including a supporting role in the 2017 film Pitch Perfect 3 and the lead role of Nora in Amazon Prime's series Upload (2020).",https://en.wikipedia.org/wiki/Andy_Allo
468,Canada,117.0,Jim Carrey,http://www.wikidata.org/entity/Q40504,wd:Q40504,86665,"James Eugene Carrey (; born January 17, 1962) is a  Canadian-American actor, comedian, writer, and producer. Known for his energetic slapstick performances, Carrey first gained recognition in 1990, after landing a recurring role in the American sketch comedy television series In Living Color (1990–1994). He broke out as star in motion pictures with Ace Ventura: Pet Detective, The Mask and Dumb and Dumber (all 1994). This was followed up with Ace Ventura: When Nature Calls, Batman Forever (both 1995) and Liar Liar (1997).
In the 2000s, he gained further notice for his portrayal of the Grinch in How the Grinch Stole Christmas and for the comedy Me, Myself & Irene (both in 2000), as well as Bruce Almighty (2003), Lemony Snicket's A Series of Unfortunate Events (2004), Fun with Dick and Jane (2005), Yes Man, Horton Hears a Who! (both 2008), and A Christmas Carol (2009). In the 2010s, Carrey appeared in the films Mr. Popper's Penguins (2011), The Incredible Burt Wonderstone, Kick-Ass 2 (both 2013), Dumb and Dumber To (2014), and portrayed Leap Day William in the sitcom 30 Rock (2012). In 2020, he portrayed Dr. Robotnik in Sonic the Hedgehog and Joe Biden in six episodes of Saturday Night Live in the leadup to the 2020 United States presidential election.
Although largely typecast as a comedic actor, Carrey has had success in dramatic roles. His first dramatic success was for starring in the Emmy-nominated made-for-television film Doing Time on Maple Drive (1992). Carrey gained attention for his leading roles in The Truman Show (1998) and Man on the Moon (1999), earning Golden Globe Awards for each film. He later starred in the psychological science fiction romantic drama film Eternal Sunshine of the Spotless Mind (2004); this performance is repeatedly lauded as one of the most important and seminal in Carrey's career and for which he was nominated for both the BAFTA Award for Best Actor in a Leading Role and another Golden Globe Award. He was also praised for his dramatic role of Jeff Piccirillo in the Showtime tragicomedy series Kidding, for which he was nominated for another Golden Globe. The Guardian named him one of the best actors never to have received an Academy Award nomination.In 2013, Carrey published his first book, a children's story titled How Roland Rolls, which was awarded a 2013 Gelett Burgess Children's Book Award. In 2020, Carrey published his first novel, Memoirs and Misinformation, which he co-authored with Dana Vachon.",https://en.wikipedia.org/wiki/Jim_Carrey
488,Cape Verde,8.0,Vitalina Varela,http://www.wikidata.org/entity/Q66498799,wd:Q66498799,65564454,Vitalina Varela (born 1966) is a Cape Verdean actress.,https://en.wikipedia.org/wiki/Vitalina_Varela_(actress)
494,Chad,8.0,Mounira Mitchala,http://www.wikidata.org/entity/Q3325995,wd:Q3325995,55746466,"Mounira Mitchala, also known as Sweet Panther, is a Chadian singer, author, performer, composer and actress.",https://en.wikipedia.org/wiki/Mounira_Mitchala
499,Chile,47.0,Pedro Pascal,http://www.wikidata.org/entity/Q14752155,wd:Q14752155,39818051,"José Pedro Balmaceda Pascal (born 2 April 1975) is a Chilean and American actor. He began his career guest starring on various television shows before rising to prominence for portraying Oberyn Martell on the fourth season of the HBO fantasy series Game of Thrones (2014) and Javier Peña on the Netflix biographic crime series Narcos (2015–2017). Pascal has starred as the title character on the Disney+ Star Wars series The Mandalorian since 2019, reprising his role in the spin-off series The Book of Boba Fett. Outside of television, he has appeared in the films The Great Wall (2016), Kingsman: The Golden Circle (2017), The Equalizer 2 (2018), Triple Frontier (2019), Wonder Woman 1984 (2020), and We Can Be Heroes (2020).",https://en.wikipedia.org/wiki/Pedro_Pascal
519,Colombia,69.0,John Leguizamo,http://www.wikidata.org/entity/Q295233,wd:Q295233,23830110,"John Alberto Leguizamo Peláez (; Colombian Spanish: [leɣiˈsamo]; born July 22, 1960) is an American actor, comedian, producer and writer. He rose to fame with a co-starring role in Super Mario Bros. (1993) as Luigi, and a supporting role in the crime drama Carlito's Way (1993). He later notably starred in the film To Wong Foo, Thanks for Everything! Julie Newmar (1995), for which he was nominated for the Golden Globe Award for Best Supporting Actor. He has since appeared in Romeo + Juliet (1996), A Brother's Kiss (1997), Body Count (1998), Summer of Sam (1999), Moulin Rouge! (2001), Collateral Damage (2002), The Alibi (2006), Righteous Kill (2008), Repo Men (2010), The Counselor (2013), and John Wick (2014). He has provided voice-work for Sid the Sloth in the animated Ice Age film series (2002–2016), as the narrator of the sitcom The Brothers García (2000–2004), and as Bruno in Encanto (2021). Leguizamo had a recurring role on ER and was a series regular on The Kill Point. He is also known for his role as Ozzy Delvecchio on Bloodline.As of 2021, Leguizamo has appeared in over 100 films, produced over 20 films and documentaries, starred on Broadway in several productions (winning several awards, including a Special Tony Award), made over 30 television appearances, and has produced or starred in many other television shows. He has been nominated for four Primetime Emmy Awards, winning one in 1999 for his performance in Freak.",https://en.wikipedia.org/wiki/John_Leguizamo
543,Costa Rica,14.0,Daniel Zovatto,http://www.wikidata.org/entity/Q20732067,wd:Q20732067,50436649,"Daniel Zovatto-Blanco (born June 28, 1991) is a Costa Rican American film and television actor. Since 2012, he has starred in films of the horror genre, Beneath (2013), It Follows (2014), and Don't Breathe (2016), as well as the romantic comedy Laggies (2014). Zovatto made his television debut in 2014, guest starring in an episode of Agents of S.H.I.E.L.D. He has since held recurring roles as Gideon LeMarchal in Revenge (2014), and Jack in Fear the Walking Dead (2016). In 2018 he appeared in one of the lead roles in HBO's Here And Now, and a year later he was cast in Penny Dreadful: City of Angels as the series protagonist, which premiered in 2020.",https://en.wikipedia.org/wiki/Daniel_Zovatto
558,Croatia,56.0,Goran Višnjić,http://www.wikidata.org/entity/Q318158,wd:Q318158,478372,"Goran Višnjić (Croatian pronunciation: [ɡoran ʋiʃɲitɕ]; born 9 September 1972) is a Croatian-American actor who has appeared in American and British films and television productions. He is best known in the United States for his roles as Dr. Luka Kovač in ER and Garcia Flynn in Timeless, both NBC television series. For ER, he and the cast were nominated for two Screen Actors Guild Awards. He is the son-in-law of Croatian film director and former head of Croatian Radiotelevision (1991–95), Antun Vrdoljak. He moved to the United States in the late 1990s.",https://en.wikipedia.org/wiki/Goran_Vi%C5%A1nji%C4%87
583,Cuba,65.0,Gloria Estefan,http://www.wikidata.org/entity/Q184697,wd:Q184697,169245,"Gloria Estefan (Spanish: [ˈɡloɾja esˈtefan]; born Gloria María Milagrosa Fajardo García; 1 September 1957) is a Cuban and American singer, actress, and businesswoman. A contralto, she started her career as the lead singer in the group Miami Latin Boys, which later became known as Miami Sound Machine. She earned worldwide success with ""Conga"" in 1985, which became Estefan's signature song and led to Miami Sound Machine winning the grand prix in the 15th annual Tokyo Music Festival in 1986. In 1988, she and the band got their first number-one hit with the song ""Anything for You"". She is considered the Latin artist who broke down the barriers of Latin music in the international market and opened the doors to several latin artists such as Shakira, J.Lo, Ricky Martin, Selena, among others.In March 1990, Estefan suffered a broken vertebra when her tour bus was involved in a serious accident. She made her comeback in March 1991 with a new world tour and album called Into the Light. Her 1993 Spanish-language album Mi Tierra won the first of her three Grammy Awards for Best Tropical Latin Album. It was the first number-one album on the Billboard Top Latin Albums chart, established when it was released. It was also the first Diamond album in Spain. Many of her songs, such as ""Rhythm Is Gonna Get You"", ""1-2-3"", ""Don't Wanna Lose You"", ""Get On Your Feet"", ""Here We Are"", ""Coming Out of the Dark"", ""Bad Boy"", ""Oye!"", ""Party Time"" and a remake of ""Turn the Beat Around"" became international chart-topping hits. Estefan's record sales surpass more than 75 million worldwide, making her one of the best-selling female singers of all-time.Estefan has won three Grammy Awards and received a star on the Hollywood Walk of Fame and Las Vegas Walk of Fame. In 2015, she received the Presidential Medal of Freedom for her contributions to American music and received the Kennedy Center Honors in December 2017 for her contributions to American Culture Life. Estefan also won an MTV Video Music Award, was honored with the American Music Award for Lifetime Achievement, as well as being named BMI Songwriter of the Year. She was inducted into the Songwriters Hall of Fame and has received multiple Billboard Awards. She is also on the Top 100 Greatest Artists of All Time lists of VH1 and Billboard. Richard Blanco, the 2013 Presidential Inaugural Poet, author of ""How to Love a Country"", told the Boston Globe that Gloria Estefan is among the Latin singers who helped him to ground ""in the musical poetry of my culture and rejuvenate my spirits"".Billboard listed Estefan as the 3rd Most Successful Latina & 23rd Greatest Latin Artist of all time. Hailed as the ""Queen of Latin Pop"" by the media, she has amassed 38 number one hits across Billboard charts including 15 chart-topping songs on Hot Latin Songs chart. Rolling Stone listed her hit song ""Conga"" as the 11th Greatest Latin Pop Songs of all time.",https://en.wikipedia.org/wiki/Gloria_Estefan
