,Unnamed: 0,country,number,item,item_id,wikidata_description_x,pageid_y,wikidata_description_y,pageid_x.1,wikidata_description_x.1,pageid_y.1,wikidata_description_y.1,pageid_x.1.1,wikidata_description_x.1.1,pageid_y.1.1,wikidata_description_y.1.1,pageid_x,wikidata_description_x.1.1.1,shortform,pageid_y.1.1.1,wikidata_description_y.1.1.1,pageid_x.1.1.1,wikidata_description_x.1.1.1.1,pageid_y.1.1.1.1,wikidata_description_y.1.1.1.1,pageid,wikidata_description
58,52,Armenia,37,Silva Kaputikyan,http://www.wikidata.org/entity/Q2417449,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",wd:Q2417449,3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist",3116535,"Armenian poet, writer and political activist"
59,53,Armenia,35,Anna Chicherova,http://www.wikidata.org/entity/Q6300,Russian high jumper,6161442,Russian high jumper,6161442,Russian high jumper,6161442,Russian high jumper,6161442,Russian high jumper,6161442,Russian high jumper,6161442,Russian high jumper,wd:Q6300,6161442,Russian high jumper,6161442,Russian high jumper,6161442,Russian high jumper,6161442,Russian high jumper
60,54,Armenia,33,Lusine Zakaryan,http://www.wikidata.org/entity/Q541175,Armenian soprano,5577929,Armenian soprano,5577929,Armenian soprano,5577929,Armenian soprano,5577929,Armenian soprano,5577929,Armenian soprano,5577929,Armenian soprano,wd:Q541175,5577929,Armenian soprano,5577929,Armenian soprano,5577929,Armenian soprano,5577929,Armenian soprano
61,55,Armenia,32,Gohar Gasparyan,http://www.wikidata.org/entity/Q1971489,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),wd:Q1971489,11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007),11381485,Armenian opera singer (1924-2007)
62,56,Armenia,32,Srbuk,http://www.wikidata.org/entity/Q59314138,Armenian singer,59209148,Armenian singer,59209148,Armenian singer,59209148,Armenian singer,59209148,Armenian singer,59209148,Armenian singer,59209148,Armenian singer,wd:Q59314138,59209148,Armenian singer,59209148,Armenian singer,59209148,Armenian singer,59209148,Armenian singer
63,57,Armenia,31,Angela Sarafyan,http://www.wikidata.org/entity/Q553895,Armenian–American actress,9221218,Armenian–American actress,9221218,Armenian–American actress,9221218,Armenian–American actress,9221218,Armenian–American actress,9221218,Armenian–American actress,9221218,Armenian–American actress,wd:Q553895,9221218,Armenian–American actress,9221218,Armenian–American actress,9221218,Armenian–American actress,9221218,Armenian–American actress
64,58,Armenia,31,Artsvik,http://www.wikidata.org/entity/Q28036716,Armenian singer and songwriter,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter,wd:Q28036716,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter,52628525,Armenian singer and songwriter
65,59,Armenia,30,Emmy,http://www.wikidata.org/entity/Q235262,Armenian singer,30009221,Armenian singer,30009221,Armenian singer,30009221,Armenian singer,30009221,Armenian singer,30009221,Armenian singer,30009221,Armenian singer,wd:Q235262,30009221,Armenian singer,30009221,Armenian singer,30009221,Armenian singer,30009221,Armenian singer
66,60,Armenia,28,Elina Danielian,http://www.wikidata.org/entity/Q433358,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,wd:Q433358,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player
67,115,Azerbaijan,28,Elina Danielian,http://www.wikidata.org/entity/Q433358,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,wd:Q433358,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player,31105228,Armenian chess player
68,61,Armenia,26,Yana Egorian,http://www.wikidata.org/entity/Q1682503,Russian Saber fencer,28573426,Russian Saber fencer,28573426,Russian Saber fencer,28573426,Russian Saber fencer,28573426,Russian Saber fencer,28573426,Russian Saber fencer,28573426,Russian Saber fencer,wd:Q1682503,28573426,Russian Saber fencer,28573426,Russian Saber fencer,28573426,Russian Saber fencer,28573426,Russian Saber fencer
69,62,Armenia,25,Susianna Kentikian,http://www.wikidata.org/entity/Q465784,German-Armenian boxer,10510304,German-Armenian boxer,10510304,German-Armenian boxer,10510304,German-Armenian boxer,10510304,German-Armenian boxer,10510304,German-Armenian boxer,10510304,German-Armenian boxer,wd:Q465784,10510304,German-Armenian boxer,10510304,German-Armenian boxer,10510304,German-Armenian boxer,10510304,German-Armenian boxer
70,63,Armenia,25,Hasmik Papian,http://www.wikidata.org/entity/Q469893,singer,3909402,singer,3909402,singer,3909402,singer,3909402,singer,3909402,singer,3909402,singer,wd:Q469893,3909402,singer,3909402,singer,3909402,singer,3909402,singer
71,64,Armenia,25,Shushanik Kurghinian,http://www.wikidata.org/entity/Q3249844,Armenian poet,12843515,Armenian poet,12843515,Armenian poet,12843515,Armenian poet,12843515,Armenian poet,12843515,Armenian poet,12843515,Armenian poet,wd:Q3249844,12843515,Armenian poet,12843515,Armenian poet,12843515,Armenian poet,12843515,Armenian poet
72,65,Armenia,24,Erato of Armenia,http://www.wikidata.org/entity/Q2357160,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),wd:Q2357160,3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD),3836284,Roman client queen of Armenia (r. 10 BC-2 BC and 6 AD-12 AD)
73,66,Armenia,24,Mariam Aslamazian,http://www.wikidata.org/entity/Q6761777,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),wd:Q6761777,15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006),15573384,Soviet Armenian artist (1907-2006)
74,67,Armenia,22,Lilit Mkrtchian,http://www.wikidata.org/entity/Q468769,Armenian chess player,5641885,Armenian chess player,5641885,Armenian chess player,5641885,Armenian chess player,5641885,Armenian chess player,5641885,Armenian chess player,5641885,Armenian chess player,wd:Q468769,5641885,Armenian chess player,5641885,Armenian chess player,5641885,Armenian chess player,5641885,Armenian chess player
75,68,Armenia,21,Olga Chekhova,http://www.wikidata.org/entity/Q62809,actress (1897-1980),2507892,actress (1897-1980),2507892,actress (1897-1980),2507892,actress (1897-1980),2507892,actress (1897-1980),2507892,actress (1897-1980),2507892,actress (1897-1980),wd:Q62809,2507892,actress (1897-1980),2507892,actress (1897-1980),2507892,actress (1897-1980),2507892,actress (1897-1980)
76,69,Australia,123,Nicole Kidman,http://www.wikidata.org/entity/Q37459,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",wd:Q37459,21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model",21504,"Australian-American actress, producer, and model"
77,70,Australia,114,Cate Blanchett,http://www.wikidata.org/entity/Q80966,Australian actress and producer,160126,Australian actress and producer,160126,Australian actress and producer,160126,Australian actress and producer,160126,Australian actress and producer,160126,Australian actress and producer,160126,Australian actress and producer,wd:Q80966,160126,Australian actress and producer,160126,Australian actress and producer,160126,Australian actress and producer,160126,Australian actress and producer
78,71,Australia,108,Kylie Minogue,http://www.wikidata.org/entity/Q11998,Australian singer and actress,16894,Australian singer and actress,16894,Australian singer and actress,16894,Australian singer and actress,16894,Australian singer and actress,16894,Australian singer and actress,16894,Australian singer and actress,wd:Q11998,16894,Australian singer and actress,16894,Australian singer and actress,16894,Australian singer and actress,16894,Australian singer and actress
79,72,Australia,101,Julia Gillard,http://www.wikidata.org/entity/Q41563,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",wd:Q41563,519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)",519437,"Australian politician and lawyer, 27th Prime Minister of Australia (born 1961)"
80,73,Australia,83,Lisa Gerrard,http://www.wikidata.org/entity/Q40580,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",wd:Q40580,403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer",403631,"Australian musician, singer and composer"
81,74,Australia,76,Margot Robbie,http://www.wikidata.org/entity/Q1924847,Australian actress,19980263,Australian actress,19980263,Australian actress,19980263,Australian actress,19980263,Australian actress,19980263,Australian actress,19980263,Australian actress,wd:Q1924847,19980263,Australian actress,19980263,Australian actress,19980263,Australian actress,19980263,Australian actress
82,75,Australia,74,Germaine Greer,http://www.wikidata.org/entity/Q103591,Australian writer and public intellectual,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual,wd:Q103591,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual,19332140,Australian writer and public intellectual
83,76,Australia,69,Elizabeth Blackburn,http://www.wikidata.org/entity/Q26321,Australian-born American biological researcher,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher,wd:Q26321,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher,989870,Australian-born American biological researcher
84,77,Australia,68,Sia,http://www.wikidata.org/entity/Q181484,Australian singer and songwriter,875477,Australian singer and songwriter,875477,Australian singer and songwriter,875477,Australian singer and songwriter,875477,Australian singer and songwriter,875477,Australian singer and songwriter,875477,Australian singer and songwriter,wd:Q181484,875477,Australian singer and songwriter,875477,Australian singer and songwriter,875477,Australian singer and songwriter,875477,Australian singer and songwriter
85,78,Australia,63,Miranda Kerr,http://www.wikidata.org/entity/Q127454,Australian supermodel,2925581,Australian supermodel,2925581,Australian supermodel,2925581,Australian supermodel,2925581,Australian supermodel,2925581,Australian supermodel,2925581,Australian supermodel,wd:Q127454,2925581,Australian supermodel,2925581,Australian supermodel,2925581,Australian supermodel,2925581,Australian supermodel
