0,1,2,3,4,5,6,7,8
Sudan,17,Zeinab Badawi,http://www.wikidata.org/entity/Q184936,wd:Q184936,3499754,Sudanese-British broadcaster,"Zeinab Badawi (Arabic: زينب بدوي; born October 1959) is a Sudanese-British television and radio journalist. She was the first presenter of the ITV Morning News (later known as ITV News at 5:30), and co-presented Channel 4 News with Jon Snow from 1989 to 1998), before joining BBC News. Badawi was the presenter of World News Today broadcast on both BBC Four and BBC World News, and Reporters, a weekly showcase of reports from the BBC.",https://en.wikipedia.org/wiki/Zeinab_Badawi
Suriname,6,Ruqayyah Boyer,http://www.wikidata.org/entity/Q7380460,wd:Q7380460,37047324,Beauty pageant winner,"Ruqayyah Boyer (Arab رقية born April 28, 1991) is a Surinamese-Guyanese actress, singer/songwriter/rapper and former beauty pageant titleholder. She is also a graduate of the Institute of creative arts (Theatre arts, Drama and Music)",https://en.wikipedia.org/wiki/Ruqayyah_Boyer
Sweden,116,Ingrid Bergman,http://www.wikidata.org/entity/Q43247,wd:Q43247,41562,Swedish actress (1915–1982),"Ingrid Bergman (29 August 1915 – 29 August 1982) was a Swedish actress who starred in a variety of European and American films, television movies, and plays. With a career spanning five decades, she is often regarded as one of the most influential screen figures in cinematic history.According to the St. James Encyclopedia of Popular Culture, upon her arrival in the U.S. Bergman quickly became ""the ideal of American womanhood"" and a contender for Hollywood's greatest leading actress. David O. Selznick once called her ""the most completely conscientious actress"" he had ever worked with. In 1999, the American Film Institute recognised Bergman as the fourth greatest female screen legend of Classic Hollywood Cinema.She won numerous accolades, including three Academy Awards, two Primetime Emmy Awards, a Tony Award, four Golden Globe Awards, BAFTA Award and a Volpi Cup. She is one of only four actresses to have received at least three acting Academy Awards (only Katharine Hepburn has four).
Born in Stockholm to a Swedish father and a German mother, Bergman began her acting career in Swedish and German films. Her introduction to the U.S. audience came in the English-language remake of Intermezzo (1939). Known for her naturally luminous beauty, she starred in Casablanca (1942) as Ilsa Lund, her most famous role, opposite Humphrey Bogart. Bergman's notable performances in the 1940s include the dramas For Whom the Bell Tolls (1943), Gaslight (1944), The Bells of St. Mary's (1945), and Joan of Arc (1948), all of which earned her nominations for the Academy Award for Best Actress; she won for Gaslight. She made three films with Alfred Hitchcock: Spellbound (1945), with Gregory Peck, Notorious (1946), opposite Cary Grant and Under Capricorn (1949), alongside Joseph Cotten.
In 1950, she starred in Roberto Rossellini's Stromboli, released after the revelation that she was having an affair with Rossellini; that and her pregnancy prior to their marriage created a scandal in the U.S. that prompted her to remain in Europe for several years. During this time she starred in Rossellini's Europa '51 and Journey to Italy (1954), now critically acclaimed, the former of which won her the Volpi Cup for Best Actress. She had a successful return to working for a Hollywood studio in Anastasia (1956), winning her second Academy Award for Best Actress. Soon after, she co-starred with Grant in the romance Indiscreet (1958). In 1969, she starred in the acclaimed and highly successful film Cactus Flower. In later years, Bergman won her third Academy Award, this one for Best Supporting Actress, for her role in Murder on the Orient Express (1974). In 1978, she starred in Ingmar Bergman's (no relation) Swedish Autumn Sonata receiving her sixth Best Actress nomination. Bergman spoke five languages – Swedish, English, German, Italian and French – and acted in each.In her final role, she portrayed the late Israeli Prime Minister Golda Meir in the television miniseries A Woman Called Golda (1982) for which she posthumously won her second Emmy Award for Best Actress. In 1974, Bergman discovered she was suffering from breast cancer but continued to work until shortly before her death on her sixty-seventh birthday.

",https://en.wikipedia.org/wiki/Ingrid_Bergman
Switzerland,63,Ursula Andress,http://www.wikidata.org/entity/Q211111,wd:Q211111,376192,Swiss actress,"Ursula Andress (born 19 March 1936) is a Swiss-German actress, former model and sex symbol who has appeared in American, British and Italian films. Her breakthrough role was as Bond girl Honey Ryder in the first James Bond film, Dr. No (1962). She later starred as Vesper Lynd in the 1967 Bond parody Casino Royale. Other credits include Fun in Acapulco (1963), 4 for Texas (1963), She (1965), The 10th Victim (1965), The Blue Max (1966), The Southern Star (1969), Perfect Friday (1970), Red Sun (1971), The Sensuous Nurse (1975), Slave of the Cannibal God (1978), The Fifth Musketeer (1979), Clash of the Titans (1981), and Peter the Great (1986).

",https://en.wikipedia.org/wiki/Ursula_Andress
Syria,14,Fadwa Soliman,http://www.wikidata.org/entity/Q3064407,wd:Q3064407,34022830,Syrian actress,Fadwa Souleimane (also transcribed as Fadwa Soliman or Fadwa Suleiman; 17 May 1970 – 17 August 2017) was a Syrian actress of Alawite descent who led a Sunni-majority protest against Bashar al-Assad's government in Homs. She became one of the most recognized faces of the Syrian Civil War.,https://en.wikipedia.org/wiki/Fadwa_Souleimane
São Tomé and Príncipe,1,Isabel Damatta,http://www.wikidata.org/entity/Q16940103,wd:Q16940103,,,--,--
Taiwan,43,Shu Qi,http://www.wikidata.org/entity/Q233859,wd:Q233859,931232,Taiwanese actress and model,"Lin Li-hui (Chinese: 林立慧, born 16 April 1976), better known by her stage name Shu Qi (Chinese: 舒淇), is a Hong Kong-Taiwanese actress and model. As of 2014, she was among the highest paid actresses in China.Shu ranked 18th on Forbes China Celebrity 100 list in 2013, 23rd in 2014, 32nd in 2015, 48th in 2017, and 90th in 2019.",https://en.wikipedia.org/wiki/Shu_Qi
Tajikistan,14,Lyudmila Chursina,http://www.wikidata.org/entity/Q3540962,wd:Q3540962,38291509,Soviet and Russian actress,"Lyudmila Alexeyevna Chursina (Russian: Людми́ла Алексе́евна Чурсина́; born 20 July 1941) is a Soviet and Russian film actress. She has appeared in more than 50 films and television shows since 1962. In 1981 she was a member of the jury at the 12th Moscow International Film Festival. At the age of 40, she is the youngest actress to receive the title of the People's Artist of the USSR.",https://en.wikipedia.org/wiki/Lyudmila_Chursina
Tanzania,29,Marin Hinkle,http://www.wikidata.org/entity/Q234438,wd:Q234438,2209405,American actress,"Marin Elizabeth Hinkle (born March 23, 1966) is an American actress. Among many television and movie roles, she is best known for playing Judy Brooks on the ABC television drama Once and Again, Judith Harper-Melnick on the CBS sitcom Two and a Half Men, and Rose Weissman on the comedy-drama series The Marvelous Mrs. Maisel on Amazon Prime Video. For her role in The Marvelous Mrs. Maisel, Hinkle was nominated for the Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series in 2019 and 2020.",https://en.wikipedia.org/wiki/Marin_Hinkle
Thailand,25,Urassaya Sperbund,http://www.wikidata.org/entity/Q250878,wd:Q250878,35406173,Thai actress,"Urassaya Sperbund (Thai: อุรัสยา เสปอร์บันด์; born 18 March 1993), more commonly known as Yaya, is a Thai actress and model. She is the recipient of numerous accolades including; a Suphannahong National Film Awards, a Maya Awards, a TV Gold Awards and three Mekhala Awards.
Sperbund began her acting career with the 2008 comedy sitcom Peun See Long Hon.  She received greater recognition with lead roles in Duang Jai Akkanee (2010), Game Rai Game Rak (2011),  Torranee Ni Nee Krai Krong (2012), Kleun Cheewit (2017), and The Crown Princess (2018).Sperbund's film roles including; Brother of the Year, Nakee 2 (2018) and Fast And Feel Love (2022). For Brother of the Year, she won the Suphannahong National Film Award for Best Actress.

",https://en.wikipedia.org/wiki/Urassaya_Sperbund
The Bahamas,9,Estelle Evans,http://www.wikidata.org/entity/Q5400927,wd:Q5400927,3777596,American actress (1906-1985),"Estelle Rolle Evans (October 1, 1906 – July 20, 1985) was a Bahamian American actress during the 20th century. Some of her most famous appearances were in the movies The Quiet One (1948),  To Kill a Mockingbird (1962), and The Learning Tree (1969).
Evans was the sister of actresses Rosanna Carter and Esther Rolle.

",https://en.wikipedia.org/wiki/Estelle_Evans
The Gambia,9,Rosaline Ufuoma Meurer,http://www.wikidata.org/entity/Q94670595,wd:Q94670595,63973164,Gambian-born Nigerian actress and producer,"Rosaline Ufuoma Meurer (born 15 February 1992), is a Gambian-born Nigerian actress and producer. She is most known for her 2014 role as Kaylah in the TV series Oasis and 2018 role as Kemi Alesinloye in Ayo Makun's Merry Men: The Real Yoruba Demons.",https://en.wikipedia.org/wiki/Rosaline_Meurer
Togo,8,Pascaline Edwards,http://www.wikidata.org/entity/Q16734008,wd:Q16734008,40368888,Ghanaian actor,"Pascaline Edwards (born 1970) is a Ghanaian actress, winner of Ghana’s Best Female Actress in 2002. Edwards is considered a diva in the Ghanaian movie scene, with over a hundred movies to her credit in a professional career spanning a little over two decades. She has also acted in a number of Nollywood films. Currently, she combines her career as an actress with managing her film acting training school, Film Techniques, and one of Ghana’s top fitness gyms, GeoDan Health and Fitness Centre.",https://en.wikipedia.org/wiki/Pascaline_Edwards
Tonga,7,Katherine Willis,http://www.wikidata.org/entity/Q6376574,wd:Q6376574,6655797,American actress and producer,"Katherine Willis is an American actress and producer, best known for her roles as Myrtle Hale in Killers of the Flower Moon, Diana Lord in Tell Me Your Secrets, and Joanne Street in Friday Night Lights.",https://en.wikipedia.org/wiki/Katherine_Willis
Tunisia,76,Claudia Cardinale,http://www.wikidata.org/entity/Q107006,wd:Q107006,235307,Italian actress,"Claude Joséphine Rose ""Claudia"" Cardinale (French: [klod ʒozefin ʁoz kaʁdinal]; born 15 April 1938) is an Italian actress.
Born and raised in La Goulette, a neighbourhood of Tunis, Cardinale won the ""Most Beautiful Italian Girl in Tunisia"" competition in 1957, the prize being a trip to Italy, which quickly led to film contracts, due above all to the involvement of Franco Cristaldi, who acted as her mentor for a number of years and later married her. After making her debut in a minor role with the Egyptian star Omar Sharif in Goha (1958), Cardinale became one of the best-known actresses in Italy with roles in films such as Rocco and His Brothers (1960), Girl with a Suitcase (1961), Cartouche (1962), The Leopard (1963),  and Fellini's 8½ (1963).From 1963, Cardinale appeared in The Pink Panther opposite David Niven. She went on to appear in the Hollywood films Blindfold (1965), Lost Command (1966), The Professionals (1966), Don't Make Waves (1967) with Tony Curtis, The Hell with Heroes (1968), and the Sergio Leone Western Once Upon a Time in the West (1968), a joint US-Italian production, in which she was praised for her role as a former prostitute opposite Jason Robards, Charles Bronson, and Henry Fonda.
Jaded with the Hollywood film industry and not wanting to become a cliché, Cardinale returned to Italian and French cinema, and garnered the David di Donatello for Best Actress award for her roles in Il giorno della civetta (1968) and as a prostitute alongside Alberto Sordi in A Girl in Australia (1971). In 1974, Cardinale met director Pasquale Squitieri, who would become her partner, and she frequently featured in his films, including I guappi (1974), Corleone (1978) and Claretta (1984), the last of which won her the Nastro d'Argento Award for Best Actress. In 1982, she starred in Werner Herzog's Fitzcarraldo as the love interest of Klaus Kinski, who raises the funds to buy a steamship in Peru. In 2010, Cardinale received the Best Actress Award at the 47th Antalya ""Golden Orange"" International Film Festival for her performance as an elderly Italian woman who takes in a young Turkish exchange student in Signora Enrica.
Outspoken on women's rights causes over the years, Cardinale has been a UNESCO goodwill ambassador for the Defence of Women's Rights since March 2000. In February 2011, the Los Angeles Times Magazine named Cardinale among the 50 most beautiful women in film history.",https://en.wikipedia.org/wiki/Claudia_Cardinale
Turkey,53,Beren Saat,http://www.wikidata.org/entity/Q270698,wd:Q270698,29240353,Turkish actress,"Beren Saat (Turkish pronunciation: [beˈɾen saˈat]; born 26 February 1984) is a Turkish actress. Since the beginning of her career, she has received critical acclaim and numerous accolades for her acting. While studying at Başkent University, she participated in the acting competition Türkiye'nin Yıldızları and was discovered by Turkish director Tomris Giritlioğlu, launching her professional acting career.
Beren Saat made her acting debut with a minor part in the television series Aşkımızda Ölüm Var (2004). She was then prepared by Tomris Giritlioğlu for her first major role in Aşka Sürgün (2005–2006). She starred as a feisty tomboy named Yasemin Ünsal in the ATV's political series Hatırla Sevgili (2006–2008) and came to international attention for her role as Bihter Yöreoğlu Ziyagil, an unfaithful wife, in the Kanal D's romantic series Aşk-ı Memnu (2008–2010), for which she received critical acclaim and won numerous accolades, including two Golden Butterfly Awards. Her other major roles in television includes a rape victim, Fatmagül Ketenci Ilgaz, in the social drama Fatmagül'ün Suçu Ne? (2010–2012), and an avenger named Derin Çelik/Yağmur Özden in the drama series İntikam (2013–2014), a remake from the American television series Revenge. Her film career began with the drama film Güz Sancısı (2009), and continued with Gecenin Kanatları (2009), Rhino Season (2012) and Benim Dünyam (2013). From 2015 to 2016, she starred as the titular character in the historical drama series Muhteşem Yüzyıl: Kösem, for which she was said to be receiving ₺90,000 per episode. Between 2019 and 2021, Saat had the leading role on the Netflix original series The Gift.
Saat was the highest-paid actress in Turkey from 2008 to 2014. She has participated in several movies as a voice actor. She was named Actress of the Year in the ""2010 Damgasını Vuranlar"" list published by Radikal newspaper. In addition to her acting career, Saat is noted for her charitable efforts. She has been married to singer Kenan Doğulu since 2014.",https://en.wikipedia.org/wiki/Beren_Saat
Turkmenistan,20,Metaksia Simonyan,http://www.wikidata.org/entity/Q4419814,wd:Q4419814,47467128,Soviet actor (1926-1987),Metaksia Simonyan (21 February 1926 – 11 August 1987) was a Soviet Armenian actress of film and theater.,https://en.wikipedia.org/wiki/Metaksia_Simonyan
Uganda,27,Florence Kasumba,http://www.wikidata.org/entity/Q1429374,wd:Q1429374,51544610,German actress,"Florence Kasumba (born 26 October 1976) is a Ugandan-born German actress.  She is best known for her portrayal of Ayo in the Marvel Cinematic Universe films Captain America: Civil War (2016), Black Panther (2018), Avengers: Infinity War (2018), and Black Panther: Wakanda Forever (2022), as well as the Disney+ series The Falcon and the Winter Soldier (2021). She is also known for her acting in German and Dutch films. She also played Senator Acantha in Wonder Woman (2017), Shenzi in The Lion King (2019), and the Wicked Witch of the East in the NBC television series Emerald City (2017).",https://en.wikipedia.org/wiki/Florence_Kasumba
Ukraine,111,Mila Kunis,http://www.wikidata.org/entity/Q37628,wd:Q37628,400738,American actress (born 1983),"Milena Markovna ""Mila"" Kunis (born August 14, 1983) is an American actress. Born in Chernivtsi, and raised in Los Angeles, she began playing Jackie Burkhart on the Fox television series That '70s Show (1998–2006) at the age of 14. Since 1999, she has voiced Meg Griffin on the Fox animated series Family Guy.
Kunis's breakout film role came in 2008, playing Rachel in the romantic comedy Forgetting Sarah Marshall. She gained further critical acclaim and accolades for her performance in the psychological thriller Black Swan (2010), for which she received the Marcello Mastroianni Award for Best Young Actor or Actress, and nominations for the SAG Award and the Golden Globe Award for Best Supporting Actress. Her other major films include the action films Max Payne (2008) and The Book of Eli (2010), the romantic comedy Friends with Benefits (2011), the fantasy film Oz the Great and Powerful (2013) as the Wicked Witch of the West, and the comedies Ted (2012), Bad Moms (2016) and its sequel, A Bad Moms Christmas (2017).

",https://en.wikipedia.org/wiki/Mila_Kunis
United Arab Emirates,21,Catherine Tresa,http://www.wikidata.org/entity/Q5052949,wd:Q5052949,37570267,Indian film actress and model,Catherine Tresa Alexander (born 10 September 1989) is an Indian actress and model. She has established her career predominantly in Telugu and Tamil films. She made her debut in 2010 in the Kannada film Shankar IPS. Catherine has been nominated four times for the Filmfare Awards South.,https://en.wikipedia.org/wiki/Catherine_Tresa
United Kingdom,134,Emma Watson,http://www.wikidata.org/entity/Q39476,wd:Q39476,149243,English actress and activist (born 1990),"Emma Charlotte Duerre Watson (born 15 April 1990) is an English actress, model and activist. Known for her roles in both blockbusters and independent films, as well as for her women's rights work, she has received a selection of accolades, including a Young Artist Award and three MTV Movie Awards. Watson has been ranked among the world's highest-paid actresses by Forbes and Vanity Fair, and was named one of the 100 most influential people in the world by Time magazine in 2015.Watson attended the Dragon School and trained in acting at the Oxford branch of Stagecoach Theatre Arts. As a child, she rose to stardom after landing her first professional acting role as Hermione Granger in the Harry Potter film series, having previously acted only in school plays. Watson also starred in the 2007 television adaptation of the novel Ballet Shoes and lent her voice to The Tale of Despereaux (2008). After the final Harry Potter film, she took on a supporting role in My Week with Marilyn (2011), before starring as Sam, a flirtatious, free-spirited student in The Perks of Being a Wallflower (2012) to critical success. Further acclaim came from portraying Alexis Neiers in Sofia Coppola's The Bling Ring (2013) and the titular character's adoptive daughter in Darren Aronofsky's biblical epic Noah (2014). That same year, Watson was honoured by the British Academy of Film and Television Arts, winning British Artist of the Year. She also starred as Belle in the live-action adaptation of the musical romantic fantasy Beauty and the Beast (2017), which ranks among the highest-grossing films of all time, and Meg March in Greta Gerwig's coming-of-age drama Little Women (2019).
From 2011 to 2014, Watson split her time between working on films and continuing her education, graduating from Brown University with a bachelor's degree in English literature in May 2014. That year, she was appointed a UN Women Goodwill Ambassador and helped launch the UN Women campaign HeForShe, which advocates for gender equality. In 2018, she helped launch Time's Up UK as a founding member. Watson was appointed to a G7 advisory body for women's rights in 2019, consulting with leaders on foreign policy. Her modelling work has included campaigns for Burberry and Lancôme. She also lent her name to a clothing line for the sustainable brand People Tree. In 2020, she joined the board of directors of Kering, a luxury brand group, in her capacity as an advocate for sustainable fashion.

",https://en.wikipedia.org/wiki/Emma_Watson
United States of America,222,Marilyn Monroe,http://www.wikidata.org/entity/Q4616,wd:Q4616,19318,American actress (1926–1962),"Marilyn Monroe (; born Norma Jeane Mortenson; June 1, 1926 –  August 4, 1962) was an American actress, model, and singer. Famous for playing comic ""blonde bombshell"" characters, she became one of the most popular sex symbols of the 1950s and early 1960s, as well as an emblem of the era's sexual revolution. She was a top-billed actress for a decade, and her films grossed $200 million (equivalent to $2 billion in 2021) by the time of her death in 1962. Long after her death, Monroe remains a major icon of pop culture. In 1999, the American Film Institute ranked her sixth on their list of the greatest female screen legends from the Golden Age of Hollywood.
Born and raised in Los Angeles, Monroe spent most of her childhood in a total of 12 foster homes and an orphanage before marrying James Dougherty at age sixteen. She was working in a factory during World War II when she met a photographer from the First Motion Picture Unit and began a successful pin-up modeling career, which led to short-lived film contracts with 20th Century Fox and Columbia Pictures. After a series of minor film roles, she signed a new contract with Fox in late 1950. Over the next two years, she became a popular actress with roles in several comedies, including As Young as You Feel and Monkey Business, and in the dramas Clash by Night and Don't Bother to Knock. Monroe faced a scandal when it was revealed that she had posed for nude photographs prior to becoming a star, but the story did not damage her career and instead resulted in increased interest in her films.
By 1953, Monroe was one of the most marketable Hollywood stars. She had leading roles in the film noir Niagara, which overtly relied on her sex appeal, and the comedies Gentlemen Prefer Blondes and How to Marry a Millionaire, which established her star image as a ""dumb blonde"". The same year, her nude images were used as the centerfold and on the cover of the first issue of Playboy. Monroe played a significant role in the creation and management of her public image throughout her career, but felt disappointed when typecast and underpaid by the studio. She was briefly suspended in early 1954 for refusing a film project but returned to star in The Seven Year Itch (1955), one of the biggest box office successes of her career.
When the studio was still reluctant to change Monroe's contract, she founded her own film production company in 1954. She dedicated 1955 to building the company and began studying method acting under Lee Strasberg at the Actors Studio. Later that year, Fox awarded her a new contract, which gave her more control and a larger salary. Her subsequent roles included a critically acclaimed performance in Bus Stop (1956) and her first independent production in The Prince and the Showgirl (1957). She won a Golden Globe for Best Actress for her role in Some Like It Hot (1959), a critical and commercial success. Her last completed film was the drama The Misfits (1961).
Monroe's troubled private life received much attention. She struggled with addiction and mood disorders. Her marriages to retired baseball star Joe DiMaggio and to playwright Arthur Miller were highly publicized, but ended in divorce. On August 4, 1962, she died at age 36 from an overdose of barbiturates at her Los Angeles home. Her death was ruled a probable suicide.",https://en.wikipedia.org/wiki/Marilyn_Monroe
Uruguay,95,Natalia Oreiro,http://www.wikidata.org/entity/Q232458,wd:Q232458,2006997,Uruguayan singer and actress,"Natalia Marisa Oreiro Iglesias (Spanish pronunciation: [naˈtalja oˈɾejɾo]; born 19 May 1977) is a  Uruguayan actress, singer, songwriter, model, television presenter and fashion designer. Oreiro began her career in telenovelas. Since 2008 she has switched to work primarily in films. Oreiro has worked on social awareness shows and events for organizations like Greenpeace and UNICEF, the latter of which designated her as ambassador for Argentina and Uruguay in September 2011. She has been included in Esquire magazine's ""The Sexiest Woman Alive Atlas"" list.Her most recognized works in cinema are the films I'm Gilda (Gilda: no me arrepiento de este amor), Super Crazy (Re Loca), and the shortlisted for the Oscar Clandestine Childhood (Infancia Clandestina) and The German Doctor (Wakolda). As an actress she has participated in some of the most important film festivals, such as in Cannes, San Sebastian and Venice, winning many awards for her performances including 3 Silver Condor Awards and a Platino Award.
As a singer, she has sold over 10 million records worldwide and has been nominated for the MTV Video Music Awards and the Latin Grammy Awards among others.
On April 29, 2022 the mini series Yosi, the Regretful Spy', in which she portrays Claudia, premiered worldwide through the Amazon Prime Video streaming platform. In the summer of 2022, the long-awaited mini-series ""Santa Evita"" premiered, in which she portrayed Evita Peron (Disney Media Distribution)",https://en.wikipedia.org/wiki/Natalia_Oreiro
Uzbekistan,19,Ravshana Kurkova,http://www.wikidata.org/entity/Q4248489,wd:Q4248489,55439041,Russian actress,"Ravshana Bahramovna Kurkova (Uzbek: Ravshana Bahromovna Kurkova, Russian: Равшана Бахрамовна Куркова; born 22 August 1980) is an Uzbek-Russian actress of theater, film and dubbing, and producer. She appeared in more than thirty films since 2003.",https://en.wikipedia.org/wiki/Ravshana_Kurkova
Vanuatu,5,Marie Wawa,http://www.wikidata.org/entity/Q28492186,wd:Q28492186,59904654,Ni-Vanuatu film actress,"Marie Wawa is a ni-Vanuatu actress and villager who starred in the 2015 Australian-Vanuatuan film, Tanna. The film, which was the first to be shot entirely in Vanuatu, won two major prizes at the 2015 Venice Film Festival and was nominated for a Best Foreign Language Film at the 89th Academy Awards in 2017. Wawa appears in the lead role opposite Mungau Dain as two star-crossed lovers.Wawa is from the interior village of Yakel on Tanna island, Tafea Province, in southern Vanuatu.Wawa, like the rest of the cast of Tanna, was a novice, first-time actress with no experience prior to her casting. The film, a story of real-life forbidden love and tragedy, was shot on location around Yakel. Wawa was cast in the lead role of Wawa, a young girl who is betrothed in an arranged marriage as part of a peace deal with another tribe. However, she falls in love with the grandson of her chief, played by Mungau Dain. Their families refuse to allow the couple to marry. The couple flee and eventually commit suicide, mirroring the true real-life tragedy of a Tannese couple in 1987. The tragic circumstances led the elders to legalize love marriages.In September 2015, Wawa traveled to Venice with Tanna's three other lead actors to attend its world premiere at the 2015 Venice Film Festival. Wawa also attended the 89th Academy Awards in Los Angeles on February 26, 2017, where Tanna had been nominated for Best Foreign Language Film.",https://en.wikipedia.org/wiki/Marie_Wawa
Vatican City,3,Magdalena Wolińska-Riedi,http://www.wikidata.org/entity/Q42666697,wd:Q42666697,55699512,Polish-Vatican journalist and television presenter,Magdalena Wolińska-Riedi (born 22 May 1979) is a Polish journalist and television presenter who also holds Vatican City citizenship through marriage. She started working as a travel presenter after graduating from the University of Warsaw before becoming the Telewizja Polska Italian correspondent.,https://en.wikipedia.org/wiki/Magdalena_Woli%C5%84ska-Riedi
Venezuela,34,Candace Cameron Bure,http://www.wikidata.org/entity/Q235694,wd:Q235694,21424406,"American actress, producer, author, and talk show panelist, as well as star on Full House","Candace Cameron Bure (; born Candace Helaine Cameron; April 6, 1976) is an American actress, producer, author and television personality. She is known for portraying D.J. Tanner on Full House and its sequel series Fuller House, and a number of roles in Hallmark Channel original productions—including the title character in their adaptations of the Aurora Teagarden novel series.
In 2014, she was a contestant on season 18 of Dancing with the Stars, finishing in third place. Bure also starred as Summer van Horne on Make It or Break It. From 2015 to 2016, she was a co-host of the daytime television talk show The View. In 2022, Bure became chief content officer of Great American Media.",https://en.wikipedia.org/wiki/Candace_Cameron_Bure
Vietnam,34,Lana Condor,http://www.wikidata.org/entity/Q24250404,wd:Q24250404,46236003,Vietnamese actress,"Lana Therese Condor (born Trần Đồng Lan; May 11, 1997) is an American actress, producer, and singer. She made her acting debut starring as Jubilee in the superhero film X-Men: Apocalypse (2016), and gained international recognition for portraying Lara Jean Covey in the romantic-comedy To All the Boys film series (2018–2021). She has also portrayed Saya Kuroki in the television series Deadly Class (2019) and Koyomi in the film Alita: Battle Angel (2019).

",https://en.wikipedia.org/wiki/Lana_Condor
Yemen,14,Cahide Sonku,http://www.wikidata.org/entity/Q12069604,wd:Q12069604,26147239,Turkish film actress and director,"Cahide Sonku (born Cahide Serap; 27 December 1919 – 18 March 1981) was a Turkish actress, model, writer and the first female film director in Turkey. Sonku was the founder of her own movie production company, Sonku Film, in 1950. She was thrice married and divorced.",https://en.wikipedia.org/wiki/Cahide_Sonku
Zambia,7,Tandi Wright,http://www.wikidata.org/entity/Q7682451,wd:Q7682451,7829383,New Zealand actress,"Tandi Wright (born 4 May 1966) is a New Zealand actress. She first gained recognition for portraying Nurse Caroline Buxton on the long running New Zealand soap opera Shortland Street.
She is best known for her roles as Fenn Partington on Seven Periods with Mr Gormsby and Catherine Duvall on Nothing Trivial.
She played a recurring role in 800 Words portraying the character Laura Turner.",https://en.wikipedia.org/wiki/Tandi_Wright
Zimbabwe,16,Sibongile Mlambo,http://www.wikidata.org/entity/Q30015820,wd:Q30015820,54111563,Zimbabwean actress,"Sibongile Mlambo is a Zimbabwean actress based in the United States. She is known for starring in Netflix’s Lost in Space, the Starz historical adventure television series Black Sails and in films Honey 3 and The Last Face. She is also best known for her role as Tamora Monroe on the MTV television series Teen Wolf, as Donna on the Freeform television series Siren, and voicing Melusi in the Ubisoft multiplayer game Tom Clancy's Rainbow Six Siege.",https://en.wikipedia.org/wiki/Sibongile_Mlambo
